Audit_Action,time_segment_key,myemployee_key,Duration,start_day,start_time
Change,492502,9514,4.50000,0.5,0.7933533
Change,492501,9514,4.50000,1.0,0.7933533
Change,348991,6791,8.50000,0.5,1.0
Change,348592,6791,9.00000,1.0,1.0
Change,347676,6791,8.50000,0.0,1.0
Change,346098,6791,8.00000,0.8660254,1.0
Change,345176,6791,8.00000,1.2246469E-16,1.0
Change,344692,6791,7.50000,0.8660254,1.0
Change,471094,8972,4.50000,0.5,0.7933533
Change,471093,8972,4.50000,1.0,0.7933533
Change,471092,8972,4.50000,0.0,0.7933533
Change,471096,8972,4.50000,0.8660254,0.7933533
Change,471930,8972,4.50000,0.8660254,0.7933533
Change,471020,8765,4.50000,0.0,0.7933533
Change,471019,8765,5.00000,0.8660254,0.7933533
Change,471018,8765,5.00000,0.8660254,0.7933533
Change,492213,6888,7.00000,1.0,0.98078525
Change,492203,6888,7.50000,0.0,0.98078525
Change,492199,6888,7.50000,0.8660254,0.98078525
Change,492190,6888,7.50000,0.8660254,0.98078525
Change,492189,6888,8.00000,1.2246469E-16,0.98078525
Add,492546,8893,8.00000,1.2246469E-16,0.9469301
Add,492550,8893,8.00000,1.0,0.9469301
Add,492549,8893,8.00000,0.0,0.9469301
Add,492548,8893,8.00000,0.8660254,0.9469301
Add,492547,8893,8.00000,0.8660254,0.9469301
Change,492550,8893,8.00000,1.0,0.9469301
Change,492549,8893,8.00000,0.0,0.9469301
Change,492548,8893,8.00000,0.8660254,0.9469301
Change,492547,8893,8.00000,0.8660254,0.9469301
Change,492546,8893,8.00000,1.2246469E-16,0.9469301
Change,492550,8893,8.00000,1.0,0.9469301
Change,492549,8893,8.00000,0.0,0.9469301
Change,492548,8893,8.00000,0.8660254,0.9469301
Change,492547,8893,8.00000,0.8660254,0.9469301
Change,492546,8893,8.00000,1.2246469E-16,0.9469301
Add,492552,2735,0.25000,0.5,0.9196502
Change,488701,9002,9.00000,0.5,1.0
Change,488701,9002,9.00000,0.5,1.0
Change,488700,9002,9.00000,1.0,1.0
Change,488699,9002,9.00000,0.0,0.9238795
Change,488698,9002,9.00000,0.8660254,0.9238795
Change,488697,9002,9.00000,0.8660254,0.9238795
Add,492553,8021,7.25000,1.0,0.9951847
Add,492554,8021,6.50000,0.5,1.0
Add,492555,8021,3.00000,0.5,0.9866433
Change,491210,7761,6.00000,0.5,0.9238795
Add,492556,8025,3.50000,0.5,0.9914449
Change,492556,8025,4.00000,0.5,0.9914449
Change,492067,8973,8.50000,0.5,0.7933533
Add,492557,7170,6.00000,1.0,0.55557024
Add,492558,7170,9.50000,0.5,1.0
Add,492559,7171,6.50000,0.5,0.70710677
Add,492560,10842,3.00000,0.5,0.70710677
Add,492561,8244,13.00000,0.5,0.9238795
Add,492562,7172,6.50000,0.5,0.70710677
Add,492563,8107,14.00000,0.5,0.9238795
Add,492564,7180,6.00000,0.5,0.70710677
Add,492565,7188,8.00000,1.0,0.8660254
Add,492566,7188,9.75000,0.5,0.9238795
Add,492567,7905,3.75000,0.5,0.70710677
Add,492568,7178,9.50000,0.5,0.9238795
Add,492570,910,0.75000,0.5,0.6593458
Change,492608,968,7.00000,0.0,0.7933533
Change,487684,3758,5.50000,0.5,0.98078525
Add,492629,875,8.50000,0.5,0.99785894
Change,492628,875,10.00000,1.0,0.9238795
Change,492629,875,8.00000,0.5,0.99785894
Change,492619,3758,8.00000,0.5,0.8660254
Add,492630,7694,8.00000,0.5,0.9238795
Add,492631,7694,8.00000,1.2246469E-16,0.9238795
Add,492632,7694,8.00000,1.0,0.9238795
Change,492630,7694,8.00000,0.8660254,0.9238795
Add,492551,4086,0.50000,1.0,0.8819213
Add,492569,8871,5.50000,0.5,0.98078525
Change,487632,689,10.00000,0.5,0.9659258
Change,487695,689,11.25000,0.5,0.9238795
Add,492571,3805,0.50000,0.5,0.55557024
Add,492602,794,8.00000,0.5,0.7933533
Add,492601,794,7.00000,0.0,0.9914449
Add,492600,794,7.50000,0.5,0.9914449
Add,492599,794,24.00000,1.0,0.0
Add,492598,794,7.00000,0.5,0.9914449
Add,492597,794,24.00000,0.8660254,0.0
Add,492596,2430,7.00000,0.5,0.9914449
Add,492595,2430,24.00000,0.0,0.0
Add,492594,692,24.00000,0.0,0.0
Add,492593,692,10.00000,0.5,0.8660254
Add,492592,1989,7.50000,0.5,0.6593458
Add,492591,1989,7.00000,0.0,0.7933533
Add,492590,1989,24.00000,0.5,0.0
Add,492589,1989,24.00000,1.0,0.0
Add,492588,1989,7.00000,0.0,0.7933533
Add,492587,1989,7.00000,0.5,0.9914449
Add,492586,1989,8.00000,0.8660254,0.7933533
Add,492585,696,7.50000,0.5,0.55557024
Add,492584,3758,24.00000,0.0,0.0
Add,492583,3758,8.00000,0.0,0.7933533
Add,492582,3758,24.00000,0.8660254,0.0
Add,492581,968,7.00000,0.0,0.7933533
Add,492580,968,24.00000,0.5,0.0
Add,492579,968,24.00000,0.8660254,0.0
Add,492578,689,24.00000,0.5,0.0
Add,492577,689,24.00000,0.0,0.0
Add,492576,689,7.50000,0.5,0.99785894
Add,492575,689,7.00000,1.0,0.7933533
Add,492574,689,7.00000,0.0,0.9914449
Add,492573,689,8.00000,0.5,0.8660254
Add,492572,689,9.00000,0.8660254,0.8660254
Change,492572,689,6.00000,0.8660254,0.9914449
Add,492603,696,8.00000,0.8660254,0.7933533
Add,492604,692,8.00000,0.8660254,0.7933533
Add,492605,2430,8.00000,0.8660254,0.8660254
Change,492605,2430,9.00000,0.8660254,0.8660254
Add,492606,2430,10.00000,0.5,0.8660254
Add,492607,2939,8.00000,0.5,0.99785894
Change,491925,8234,8.00000,1.0,0.9238795
Change,491234,8234,8.00000,0.0,0.9238795
Change,489228,8234,8.00000,0.8660254,0.9238795
Change,488139,8234,8.00000,0.8660254,0.9238795
Change,487109,8234,7.00000,1.2246469E-16,0.9659258
Change,486399,8234,8.00000,0.5,0.9238795
Change,485986,8234,8.00000,0.5,0.9238795
Change,485429,8234,8.00000,0.8660254,0.9238795
Change,484134,8234,8.00000,0.0,0.9238795
Change,484131,8234,8.00000,0.8660254,0.9238795
Change,491926,8128,8.00000,1.0,0.9238795
Change,491235,8128,8.00000,0.0,0.9238795
Change,489229,8128,8.00000,0.8660254,0.9238795
Change,488136,8128,8.00000,0.8660254,0.9238795
Change,487110,8128,8.00000,1.2246469E-16,0.9238795
Change,328717,8128,0.00000,1.2246469E-16,0.0
Change,486398,8128,8.00000,0.5,0.9238795
Change,485985,8128,8.00000,0.5,0.9238795
Change,485428,8128,8.00000,0.8660254,0.9238795
Change,484125,8128,8.00000,0.0,0.9238795
Change,484127,8128,8.00000,0.8660254,0.9238795
Change,324275,8128,0.00000,0.8660254,0.0
Change,492484,8154,7.50000,0.5,0.9238795
Change,491927,8154,8.00000,1.0,0.9238795
Change,491236,8154,8.00000,0.0,0.9238795
Change,489234,8154,8.00000,0.8660254,0.9238795
Change,488137,8154,8.00000,0.8660254,0.9238795
Change,487106,8154,7.50000,0.5,0.9238795
Change,486400,8154,8.00000,0.5,0.9238795
Change,485987,8154,8.00000,0.5,0.9238795
Change,485430,8154,8.00000,0.8660254,0.9238795
Change,484135,8154,8.00000,0.0,0.9238795
Change,492482,8235,7.50000,0.5,0.9238795
Change,492351,8235,8.00000,1.0,0.9238795
Change,491010,8235,8.00000,0.8660254,0.9238795
Change,487694,8235,8.00000,1.2246469E-16,0.9238795
Change,486870,8235,7.75000,0.5,0.9238795
Change,486397,8235,6.50000,0.5,0.9238795
Change,485860,8235,8.00000,0.8660254,0.9238795
Change,484133,8235,6.50000,0.8660254,0.9238795
Change,491928,8368,8.00000,1.0,0.9238795
Change,491237,8368,8.00000,0.0,0.9238795
Change,489235,8368,8.00000,0.8660254,0.9238795
Change,488138,8368,8.00000,0.8660254,0.9238795
Change,487538,8368,8.00000,1.2246469E-16,0.9238795
Change,486401,8368,8.00000,0.5,0.9238795
Change,485988,8368,8.00000,0.5,0.9238795
Change,485431,8368,8.00000,0.8660254,0.9238795
Change,471812,8368,8.00000,0.0,0.9238795
Change,484132,8368,8.00000,0.8660254,0.9238795
Change,492483,8236,7.75000,0.5,0.9238795
Change,491548,8236,6.50000,0.0,0.9238795
Change,489050,8236,8.00000,0.8660254,0.9238795
Change,486872,8236,7.75000,0.5,0.9238795
Change,486168,8236,8.00000,0.5,0.9238795
Change,484137,8236,4.00000,0.0,0.89687276
Add,492608,2430,7.00000,0.0,0.6343933
Change,492608,968,9.00000,0.0,0.7933533
Change,492588,1989,9.00000,0.0,0.7933533
Add,492609,8836,7.50000,0.8660254,0.98078525
Add,492610,794,9.00000,0.0,0.7933533
Add,492611,8836,8.50000,0.0,0.98078525
Change,491026,6930,7.50000,0.0,0.99785894
Change,491025,6930,7.50000,0.8660254,0.99785894
Change,491024,6930,7.50000,0.8660254,0.99785894
Change,491022,6930,7.50000,1.2246469E-16,0.99785894
Add,492612,8836,7.50000,1.0,0.98078525
Change,491026,6930,7.50000,0.0,0.99785894
Change,491025,6930,7.50000,0.8660254,0.99785894
Change,491024,6930,7.50000,0.8660254,0.99785894
Change,491022,6930,7.50000,1.2246469E-16,0.99785894
Change,492611,8836,7.50000,0.0,0.98078525
Change,492608,968,7.25000,0.0,0.7933533
Change,492608,968,6.25000,0.0,0.7933533
Change,492608,968,7.25000,0.0,0.8660254
Change,492608,968,7.00000,0.0,0.8660254
Add,492613,968,6.00000,1.0,0.9914449
Add,492614,2430,7.00000,1.0,0.7933533
Add,492615,968,7.50000,0.5,0.6593458
Add,492616,696,7.50000,0.0,0.6593458
Add,492617,4147,5.00000,0.5,0.5
Add,492618,4147,2.00000,0.5,0.7933533
Add,492619,689,8.00000,0.5,0.8660254
Change,492578,689,24.00000,0.0,0.84920216
Change,492619,968,8.00000,0.5,0.8660254
Change,492578,689,24.00000,0.0,-0.35225004
Add,492620,4824,8.50000,1.0,0.7933533
Add,492621,4824,8.00000,0.5,0.9238795
Change,492621,4824,8.00000,0.5,0.9238795
Add,492622,692,10.00000,0.0,0.8660254
Change,492583,3758,5.00000,0.0,0.5
Change,492583,3758,6.00000,0.0,0.5
Add,492623,692,8.00000,0.5,0.8660254
Change,492581,692,7.00000,0.0,0.7933533
Change,492594,692,24.00000,0.0,0.0
Change,492583,2430,6.00000,0.0,0.16289547
Add,492624,3758,9.50000,0.5,0.6593458
Add,492625,7855,10.00000,0.5,0.98078525
Change,487641,3758,14.50000,0.5,0.9914449
Add,492626,875,11.50000,0.8660254,0.9238795
Add,492627,8544,10.00000,0.5,0.98078525
Add,492628,875,10.00000,1.0,0.9238795
Change,492628,875,9.50000,1.0,0.9238795
Change,492616,968,7.50000,0.0,0.6593458
Change,492583,692,6.00000,0.0,0.5
Add,492659,7714,6.00000,0.5,0.9659258
Add,492660,9000,7.25000,1.0,0.9994646
Add,492661,9000,7.25000,0.5,0.9994646
Add,492662,9000,7.25000,0.5,0.9994646
Change,492592,794,7.50000,0.5,0.6593458
Change,492596,1989,7.00000,0.5,0.9914449
Change,483095,689,7.00000,0.8660254,0.7933533
Change,492577,689,24.00000,0.0,0.0
Change,492578,689,24.00000,0.0,-0.35225004
Change,492579,968,24.00000,0.8660254,0.0
Change,492580,968,24.00000,0.5,0.0
Change,492582,3758,24.00000,0.8660254,0.0
Change,492584,3758,24.00000,0.0,0.0
Change,492589,1989,24.00000,1.0,0.0
Change,492590,1989,24.00000,0.5,0.0
Change,492595,2430,24.00000,0.0,0.0
Change,492597,794,24.00000,0.8660254,0.0
Change,492599,794,24.00000,1.0,0.0
Add,492663,7986,7.00000,1.2246469E-16,0.98078525
Add,492664,7986,7.00000,0.8660254,0.98078525
Add,492665,7986,7.00000,0.0,0.98078525
Add,492696,10803,8.00000,0.5,0.8660254
Add,492695,10803,8.00000,0.5,0.8660254
Add,492694,10803,8.00000,0.8660254,0.8660254
Add,492693,10803,8.00000,0.5,0.8660254
Add,492692,10803,8.00000,0.0,0.8660254
Add,492691,3938,4.00000,0.5,0.9469301
Add,492690,3938,4.00000,0.0,0.9469301
Change,492608,968,8.00000,0.0,0.8660254
Change,492631,7694,8.00000,1.2246469E-16,0.9238795
Change,492613,2430,6.00000,1.0,0.9914449
Change,492614,968,7.00000,1.0,0.7933533
Change,492602,2430,8.00000,0.5,0.7933533
Add,492633,7694,8.00000,0.8660254,0.9238795
Change,492596,794,7.00000,0.5,0.9914449
Add,492634,7694,8.00000,0.0,0.9238795
Add,492635,7694,8.00000,0.5,0.9238795
Add,492636,7728,8.00000,1.2246469E-16,0.9238795
Add,492642,7697,8.00000,0.8660254,0.9238795
Add,492643,7697,8.00000,0.0,0.9238795
Change,492642,7697,8.00000,1.0,0.9238795
Add,492644,7697,8.00000,0.5,0.9238795
Add,492645,7697,8.00000,0.5,0.9238795
Add,492646,7699,6.00000,0.0,0.9659258
Add,492647,7696,8.00000,1.2246469E-16,0.9238795
Add,492648,7696,8.00000,0.8660254,0.9238795
Add,492649,7696,8.00000,1.0,0.9238795
Add,492650,7696,8.00000,0.5,0.9238795
Add,492651,7696,8.00000,0.5,0.9238795
Add,492652,7727,8.00000,1.2246469E-16,0.9238795
Add,492653,7727,8.00000,0.8660254,0.9238795
Add,492654,7727,8.00000,0.8660254,0.9238795
Add,492655,7727,8.00000,0.0,0.9238795
Add,492656,7727,8.00000,1.0,0.9238795
Add,492657,7714,5.50000,0.8660254,0.9659258
Add,492658,7714,5.50000,1.0,0.9659258
Add,492714,7730,5.50000,0.5,0.9659258
Add,492715,8805,6.50000,1.2246469E-16,0.99785894
Add,492716,8805,3.50000,0.0,0.9914449
Add,492717,8805,3.50000,1.0,0.9914449
Add,492718,8805,3.50000,0.5,0.9914449
Add,492719,8805,4.00000,0.5,0.9469301
Change,492719,8805,3.75000,0.5,0.8819213
Add,492720,4456,8.75000,0.5,0.98078525
Change,492699,9001,7.00000,0.8660254,0.99785894
Change,492700,9001,7.00000,0.8660254,0.99785894
Change,492701,9001,7.50000,0.0,0.99785894
Add,492730,10803,8.00000,1.0,0.8660254
Add,492729,10803,8.00000,0.0,0.8660254
Add,492728,8888,7.50000,1.0,0.8660254
Add,492727,8888,7.50000,0.0,0.8660254
Add,492726,10804,7.50000,1.0,0.8660254
Add,492725,10804,7.50000,0.0,0.8660254
Add,492724,10804,7.50000,0.8660254,0.8660254
Add,492723,10804,7.50000,0.8660254,0.8660254
Add,492722,10804,7.50000,1.2246469E-16,0.8660254
Add,492721,5482,8.25000,1.0,0.98078525
Change,492659,7714,6.00000,0.5,0.9659258
Change,492658,7714,5.50000,1.0,0.9659258
Change,492657,7714,5.50000,0.8660254,0.9659258
Change,492662,9000,7.25000,0.5,0.9994646
Change,492661,9000,7.25000,0.5,0.9994646
Change,492660,9000,7.25000,1.0,0.9994646
Change,492697,7986,7.00000,0.5,0.98078525
Change,492665,7986,7.00000,0.0,0.98078525
Change,492664,7986,7.00000,0.8660254,0.98078525
Change,492663,7986,7.00000,1.2246469E-16,0.98078525
Change,492714,7730,5.50000,0.5,0.9659258
Change,492713,7730,4.00000,0.5,0.98078525
Change,492583,692,6.00000,0.0,0.16289547
Change,492622,2430,10.00000,0.0,0.8660254
Add,492637,7728,8.00000,0.8660254,0.9238795
Add,492638,7728,8.00000,0.8660254,0.9238795
Add,492639,7728,8.00000,0.0,0.9238795
Add,492640,7728,8.00000,1.0,0.9238795
Add,492641,7697,8.00000,1.2246469E-16,0.9238795
Change,492712,7730,8.00000,0.0,0.9469301
Change,492711,7730,7.50000,0.8660254,0.9469301
Change,492709,7730,7.50000,1.2246469E-16,0.9469301
Change,492656,7727,8.00000,1.0,0.9238795
Change,492655,7727,8.00000,0.0,0.9238795
Change,492654,7727,8.00000,0.8660254,0.9238795
Change,492653,7727,8.00000,0.8660254,0.9238795
Change,492652,7727,8.00000,1.2246469E-16,0.9238795
Change,492651,7696,8.00000,0.5,0.9238795
Change,492650,7696,8.00000,0.5,0.9238795
Change,492649,7696,8.00000,1.0,0.9238795
Change,492648,7696,8.00000,0.8660254,0.9238795
Change,492647,7696,8.00000,1.2246469E-16,0.9238795
Change,492707,8999,7.50000,0.5,0.8660254
Change,492706,8999,7.75000,0.5,0.8660254
Change,492705,8999,8.00000,0.0,0.8660254
Change,492704,8999,7.75000,0.8660254,0.8660254
Change,492646,7699,6.00000,0.0,0.9659258
Change,492645,7697,8.00000,0.5,0.9238795
Change,492644,7697,8.00000,0.5,0.9238795
Change,492642,7697,8.00000,1.0,0.9238795
Change,492643,7697,8.00000,0.0,0.9238795
Change,492641,7697,8.00000,1.2246469E-16,0.9238795
Change,492640,7728,8.00000,1.0,0.9238795
Change,492639,7728,8.00000,0.0,0.9238795
Change,492638,7728,8.00000,0.8660254,0.9238795
Change,492637,7728,8.00000,0.8660254,0.9238795
Change,492636,7728,8.00000,1.2246469E-16,0.9238795
Change,492635,7694,8.00000,0.5,0.9238795
Change,492634,7694,8.00000,0.0,0.9238795
Change,492633,7694,8.00000,0.8660254,0.9238795
Change,492630,7694,8.00000,0.8660254,0.9238795
Change,492631,7694,8.00000,1.2246469E-16,0.9238795
Change,492703,9001,8.00000,0.5,0.98078525
Change,492702,9001,7.50000,1.0,0.98078525
Change,492701,9001,7.50000,0.0,0.99785894
Change,492700,9001,7.00000,0.8660254,0.99785894
Change,492699,9001,7.00000,0.8660254,0.99785894
Change,492698,9001,4.00000,1.2246469E-16,1.0
Change,492719,8805,3.75000,0.5,0.8819213
Change,492718,8805,3.50000,0.5,0.9914449
Change,492717,8805,3.50000,1.0,0.9914449
Change,492716,8805,3.50000,0.0,0.9914449
Change,492715,8805,6.50000,1.2246469E-16,0.99785894
Change,492719,8805,3.75000,0.5,0.8819213
Change,492718,8805,3.50000,0.5,0.9914449
Change,492717,8805,3.50000,1.0,0.9914449
Change,492716,8805,3.50000,0.0,0.9914449
Change,492715,8805,6.50000,1.2246469E-16,0.99785894
Change,492703,9001,8.00000,0.5,0.98078525
Change,492702,9001,7.50000,1.0,0.98078525
Change,492701,9001,7.50000,0.0,0.99785894
Change,492700,9001,7.00000,0.8660254,0.99785894
Add,492689,3938,4.00000,0.5,0.9469301
Add,492688,3938,4.00000,0.5,0.9469301
Add,492687,3938,4.00000,0.8660254,0.9469301
Add,492686,3938,3.50000,0.8660254,0.98078525
Add,492685,3938,3.50000,0.5,0.98078525
Add,665558,8342,8.00000,0.0,0.8660254
Add,665559,3600,8.00000,0.8660254,0.9238795
Change,664147,7889,4.50000,0.8660254,0.99785894
Change,642995,3597,8.00000,0.0,0.9238795
Change,654285,3597,7.95000,0.0,0.93590593
Change,663757,12165,5.50000,0.0,0.9994646
Change,663755,12165,6.75000,0.8660254,0.99785894
Change,663754,12165,6.75000,1.0,0.97387695
Change,663752,12165,7.50000,0.8660254,0.97387695
Change,663750,12165,7.50000,0.5,0.97387695
Change,663038,11437,4.50000,0.5,0.99785894
Add,665561,11583,4.00000,0.8660254,0.9238795
Change,663038,11437,4.50000,0.8660254,0.99785894
Change,664147,7889,4.25000,0.8660254,0.97387695
Add,665562,11583,2.50000,0.0,0.8660254
Add,665563,11583,2.00000,0.0,0.9914449
Add,665564,12854,8.00000,0.5,0.9238795
Add,665565,11583,1.75000,0.0,0.81284666
Add,665569,9404,2.50000,0.0,0.6835923
Add,665570,9404,2.50000,0.8660254,0.6835923
Add,665571,9404,2.50000,1.0,0.6835923
Change,665571,9404,2.50000,1.0,0.7933533
Change,665570,9404,2.50000,0.8660254,0.7933533
Change,665569,9404,2.50000,0.0,0.7933533
